no;choice;college;hsg2;coml5;type1;type2;type3;type4;type5;type6;fuel1;fuel2;fuel3;fuel4;fuel5;fuel6;price1;price2;price3;price4;price5;price6;range1;range2;range3;range4;range5;range6;acc1;acc2;acc3;acc4;acc5;acc6;speed1;speed2;speed3;speed4;speed5;speed6;pollution1;pollution2;pollution3;pollution4;pollution5;pollution6;size1;size2;size3;size4;size5;size6;space1;space2;space3;space4;space5;space6;cost1;cost2;cost3;cost4;cost5;cost6;station1;station2;station3;station4;station5;station6
195;choice1;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;8.0791491;8.0791491;8.8365693;8.8365693;6.3118352;6.3118352;300;300;250;250;300;300;2.5;2.5;4;4;6;6;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;2;2;3;3;1;1;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
196;choice4;1;0;0;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;4.1386835;4.1386835;3.0350346;3.0350346;3.586859;3.586859;200;200;300;300;350;350;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;2;2;4;4;0;0;0.7;0.7;1;1
197;choice1;1;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;1.9852072;1.9852072;2.2333581;2.2333581;1.4889054;1.4889054;200;200;75;75;350;350;4;4;6;6;2.5;2.5;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;1;1;1;1;1;1;1;1;4;4;8;8;0;0;0.1;0.1;1;1
198;choice1;1;0;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;1.9270822;1.9270822;1.1241313;1.1241313;1.4453117;1.4453117;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
199;choice2;0;1;1;sportuv;regcar;sportuv;truck;sportuv;sportcar;methanol;methanol;cng;cng;electric;electric;1.9270822;1.9270822;0.96354111;0.96354111;1.1241313;1.1241313;200;200;75;75;300;300;6;6;2.5;2.5;4;4;100;100;85;85;95;95;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;4;4;8;8;2;2;0;0;0.3;0.3;0.7;0.7
200;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.5787111;3.5787111;3.8343333;3.8343333;2.8118444;2.8118444;125;125;300;300;300;300;2.5;2.5;4;4;6;6;100;100;85;85;110;110;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;8;8;4;4;0;0;0.1;0.1;1;1
201;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5787111;3.5787111;4.0899555;4.0899555;2.8118444;2.8118444;125;125;250;250;300;300;6;6;2.5;2.5;4;4;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;1;1;2;2;0;0;1;1;1;1;1;1;8;8;2;2;4;4;0;0;0.1;0.1;1;1
202;choice3;1;0;0;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;4.2920479;4.2920479;3.2821543;3.2821543;3.7871011;3.7871011;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;6;6;8;8;0;0;0.3;0.3;1;1
203;choice1;1;0;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;4.4145957;4.4145957;3.0350346;3.0350346;3.586859;3.586859;300;300;250;250;300;300;4;4;6;6;2.5;2.5;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
204;choice5;1;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5329841;3.5329841;2.2482626;2.2482626;2.8906233;2.8906233;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
205;choice5;1;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;6.9482252;6.9482252;7.444527;7.444527;5.4593198;5.4593198;200;200;75;75;350;350;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;2;2;6;6;0;0;0.3;0.3;1;1
206;choice5;1;1;0;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.2920479;4.2920479;2.7772075;2.7772075;3.7871011;3.7871011;125;125;300;300;300;300;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;8;8;4;4;0;0;0.1;0.1;1;1
207;choice5;1;1;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.8017382;3.8017382;4.2490015;4.2490015;4.6962648;4.6962648;200;200;75;75;300;300;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;1;1;1;1;1;1;4;4;4;4;6;6;0;0;0.7;0.7;0.1;0.1
208;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.8177056;4.8177056;3.5329841;3.5329841;4.1753448;4.1753448;125;125;250;250;300;300;2.5;2.5;4;4;6;6;55;55;110;110;140;140;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;8;8;6;6;8;8;0;0;0.3;0.3;1;1
209;choice5;1;0;1;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;1.8992777;1.8992777;2.3740971;2.3740971;1.4244583;1.4244583;200;200;300;300;350;350;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.6;0.6;1;1;1;1;2;2;3;3;0.7;0.7;1;1;1;1;4;4;8;8;2;2;0;0;0.1;0.1;1;1
210;choice5;1;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;4.3455777;4.3455777;3.3230888;3.3230888;3.8343333;3.8343333;200;200;300;300;350;350;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;8;8;2;2;0;0;0.1;0.1;1;1
211;choice6;1;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;1.8992777;1.8992777;2.1366874;2.1366874;2.3740971;2.3740971;200;200;75;75;300;300;2.5;2.5;4;4;6;6;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;6;6;8;8;0;0;0.1;0.1;0.3;0.3
212;choice1;1;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.0674666;3.0674666;3.3230888;3.3230888;3.8343333;3.8343333;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;0.7;0.7
213;choice3;1;0;0;sportcar;sportuv;sportcar;regcar;sportcar;truck;methanol;methanol;electric;electric;gasoline;gasoline;6.3864157;6.3864157;4.9893873;4.9893873;5.5881138;5.5881138;125;125;250;250;300;300;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;0;0;1;1;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0;0;0.3;0.3;1;1
214;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8568222;4.8568222;5.3680666;5.3680666;5.879311;5.879311;200;200;75;75;300;300;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.1;0.1;0.4;0.4;3;3;2;2;3;3;1;1;0.7;0.7;1;1;4;4;2;2;4;4;0;0;0.7;0.7;0.1;0.1
215;choice2;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;5.4593198;5.4593198;6.4519234;6.4519234;7.444527;7.444527;300;300;250;250;300;300;4;4;6;6;2.5;2.5;110;110;140;140;85;85;0.25;0.25;0.6;0.6;1;1;3;3;3;3;2;2;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
216;choice5;1;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;3.4741126;3.4741126;3.4741126;3.4741126;4.4667162;4.4667162;125;125;300;300;250;250;4;4;6;6;2.5;2.5;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;0.7;0.7
217;choice5;0;1;0;van;regcar;van;stwagon;van;truck;cng;cng;electric;electric;gasoline;gasoline;6.7447878;6.7447878;7.3871485;7.3871485;5.4600663;5.4600663;300;300;250;250;300;300;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0.3;0.3;0.7;0.7;1;1
218;choice5;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.2118037;3.2118037;1.9270822;1.9270822;2.2482626;2.2482626;300;300;250;250;300;300;2.5;2.5;4;4;6;6;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
219;choice4;0;0;0;truck;regcar;truck;van;truck;stwagon;methanol;methanol;cng;cng;electric;electric;6.102427;6.102427;6.7447878;6.7447878;7.3871485;7.3871485;125;125;300;300;250;250;4;4;6;6;2.5;2.5;85;85;140;140;85;85;0;0;0.25;0.25;0.6;0.6;1;1;2;2;3;3;1;1;0.7;0.7;1;1;4;4;8;8;2;2;0;0;0.1;0.1;0.3;0.3
220;choice1;1;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;3.8017382;3.8017382;2.4599482;2.4599482;3.3544749;3.3544749;200;200;75;75;350;350;4;4;6;6;2.5;2.5;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;1;1;2;2;1;1;1;1;1;1;2;2;4;4;8;8;0;0;0.1;0.1;1;1
221;choice4;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.5787111;3.5787111;4.0899555;4.0899555;2.8118444;2.8118444;200;200;300;300;350;350;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;1;1;2;2;4;4;0;0;0.7;0.7;1;1
222;choice3;1;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.8627713;3.8627713;4.4145957;4.4145957;3.0350346;3.0350346;125;125;250;250;300;300;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0;0;0.3;0.3;1;1
223;choice3;0;1;0;sportuv;regcar;sportuv;truck;sportuv;sportcar;cng;cng;electric;electric;gasoline;gasoline;5.7941569;5.7941569;6.3459814;6.3459814;4.690508;4.690508;75;75;300;300;350;350;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;0.7;0.7;1;1;1;1;6;6;8;8;2;2;0.3;0.3;0.7;0.7;1;1
224;choice4;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.5611457;3.5611457;3.7985554;3.7985554;2.6115068;2.6115068;300;300;250;250;300;300;2.5;2.5;4;4;6;6;95;95;110;110;140;140;0.4;0.4;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
225;choice6;1;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;5.1388859;5.1388859;3.5329841;3.5329841;4.1753448;4.1753448;75;75;300;300;350;350;6;6;2.5;2.5;4;4;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
226;choice1;0;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;3.7871011;3.7871011;4.0395745;4.0395745;2.7772075;2.7772075;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
227;choice5;0;1;0;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.8541644;3.8541644;4.8177056;4.8177056;5.1388859;5.1388859;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
228;choice1;0;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.9556216;5.9556216;6.4519234;6.4519234;7.9408288;7.9408288;200;200;75;75;350;350;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;1;1;8;8;4;4;0;0;0.7;0.7;1;1
229;choice3;1;0;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;4.8177056;4.8177056;3.5329841;3.5329841;4.1753448;4.1753448;200;200;300;300;350;350;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;2;2;4;4;0;0;0.7;0.7;1;1
230;choice5;0;0;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.5787111;3.5787111;3.8343333;3.8343333;2.8118444;2.8118444;200;200;75;75;350;350;4;4;6;6;2.5;2.5;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;2;2;3;3;1;1;1;1;1;1;1;1;1;1;4;4;8;8;0;0;0.1;0.1;1;1
231;choice5;0;0;1;truck;van;truck;stwagon;truck;regcar;methanol;methanol;cng;cng;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;4.1753448;4.1753448;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;6;6;0;0;0.3;0.3;1;1
232;choice5;0;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.4965252;4.4965252;4.8177056;4.8177056;5.1388859;5.1388859;200;200;75;75;300;300;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;1;1;1;1;1;1;1;1;4;4;6;6;0;0;0.7;0.7;0.1;0.1
233;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.1386835;4.1386835;4.4145957;4.4145957;3.586859;3.586859;200;200;75;75;350;350;2.5;2.5;4;4;6;6;65;65;110;110;85;85;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;1;1;6;6;2;2;0;0;0.1;0.1;1;1
234;choice3;0;0;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;3.8343333;3.8343333;2.8118444;2.8118444;3.3230888;3.3230888;200;200;300;300;350;350;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.6;0.6;1;1;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;2;2;4;4;0;0;0.7;0.7;1;1
235;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.8906233;2.8906233;3.2118037;3.2118037;1.9270822;1.9270822;75;75;300;300;350;350;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;6;6;8;8;2;2;0.3;0.3;0.7;0.7;1;1
236;choice1;1;0;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.690508;4.690508;3.0350346;3.0350346;3.586859;3.586859;200;200;75;75;300;300;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;1;1;1;1;1;1;8;8;4;4;6;6;0;0;0.7;0.7;0.1;0.1
237;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.8343333;3.8343333;4.0899555;4.0899555;3.3230888;3.3230888;200;200;75;75;350;350;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.4;0.4;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;8;8;2;2;6;6;0;0;0.3;0.3;1;1
238;choice3;0;1;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;8.4371306;8.4371306;6.4519234;6.4519234;7.444527;7.444527;125;125;250;250;300;300;6;6;2.5;2.5;4;4;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;1;1;2;2;4;4;0;0;0.1;0.1;1;1
239;choice1;0;1;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.2920479;4.2920479;2.7772075;2.7772075;3.2821543;3.2821543;200;200;75;75;300;300;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.6;0.6;0.25;0.25;2;2;3;3;1;1;1;1;1;1;1;1;8;8;4;4;6;6;0;0;0.7;0.7;0.1;0.1
240;choice5;0;1;1;regcar;stwagon;regcar;truck;regcar;van;methanol;methanol;electric;electric;gasoline;gasoline;5.9556216;5.9556216;7.444527;7.444527;7.9408288;7.9408288;125;125;250;250;300;300;2.5;2.5;4;4;6;6;85;85;85;85;95;95;0;0;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;1;1;6;6;8;8;0;0;0.3;0.3;1;1
241;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.8177056;4.8177056;5.1388859;5.1388859;3.5329841;3.5329841;125;125;300;300;250;250;2.5;2.5;4;4;6;6;55;55;95;95;110;110;0;0;0.6;0.6;0.25;0.25;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;2;2;4;4;0;0;0.7;0.7;0.1;0.1
242;choice5;0;1;0;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;10.277772;10.277772;11.241313;11.241313;8.0295093;8.0295093;200;200;75;75;300;300;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;2;2;3;3;1;1;0.7;0.7;0.7;0.7;1;1;1;1;8;8;2;2;0;0;0.3;0.3;0.7;0.7
243;choice1;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;200;200;75;75;300;300;6;6;2.5;2.5;4;4;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;3;3;3;3;2;2;0.7;0.7;0.7;0.7;1;1;1;1;8;8;2;2;0;0;0.3;0.3;0.7;0.7
244;choice5;1;0;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;4.8177056;4.8177056;5.1388859;5.1388859;4.1753448;4.1753448;200;200;75;75;350;350;6;6;2.5;2.5;4;4;85;85;140;140;95;95;0;0;0.25;0.25;1;1;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;2;2;8;8;4;4;0;0;0.7;0.7;1;1
245;choice4;1;0;1;truck;stwagon;truck;regcar;truck;van;methanol;methanol;electric;electric;gasoline;gasoline;4.2920479;4.2920479;5.3019416;5.3019416;5.8068884;5.8068884;125;125;250;250;300;300;2.5;2.5;4;4;6;6;65;65;140;140;85;85;0;0;0.75;0.75;0.25;0.25;3;3;3;3;2;2;0.7;0.7;1;1;1;1;4;4;4;4;6;6;0;0;0.3;0.3;1;1
246;choice5;0;1;0;truck;regcar;truck;van;truck;stwagon;cng;cng;electric;electric;gasoline;gasoline;4.6962648;4.6962648;5.1435281;5.1435281;3.8017382;3.8017382;300;300;250;250;300;300;4;4;6;6;2.5;2.5;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
247;choice1;0;1;0;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;3.8541644;3.8541644;4.1753448;4.1753448;5.1388859;5.1388859;125;125;300;300;300;300;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;0.7;0.7;1;1;2;2;4;4;8;8;0;0;0.7;0.7;1;1
248;choice3;1;0;0;sportuv;regcar;sportuv;truck;sportuv;sportcar;methanol;methanol;cng;cng;electric;electric;7.0659681;7.0659681;7.3871485;7.3871485;5.4600663;5.4600663;75;75;250;250;400;400;6;6;2.5;2.5;4;4;55;55;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;1;1;1;1;0.7;0.7;1;1;8;8;6;6;8;8;0;0;0.7;0.7;0.1;0.1
249;choice1;1;0;0;sportcar;regcar;sportcar;truck;sportcar;sportuv;cng;cng;electric;electric;gasoline;gasoline;4.1753448;4.1753448;4.8177056;4.8177056;5.1388859;5.1388859;75;75;300;300;350;350;2.5;2.5;4;4;6;6;95;95;110;110;140;140;0.25;0.25;0.6;0.6;1;1;1;1;2;2;0;0;1;1;1;1;1;1;2;2;4;4;6;6;0.1;0.1;0.3;0.3;1;1
250;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;4.1386835;4.1386835;4.4145957;4.4145957;3.0350346;3.0350346;200;200;75;75;300;300;4;4;6;6;2.5;2.5;100;100;85;85;95;95;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;1;1;0.7;0.7;1;1;8;8;2;2;4;4;0;0;0.7;0.7;0.1;0.1
251;choice5;1;0;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.1953304;2.1953304;2.5944814;2.5944814;2.9936324;2.9936324;75;75;300;300;350;350;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.6;0.6;0.25;0.25;0.5;0.5;3;3;2;2;3;3;0.7;0.7;1;1;1;1;8;8;2;2;4;4;0.7;0.7;0.1;0.1;1;1
252;choice1;1;0;1;sportcar;regcar;sportcar;truck;sportcar;sportuv;methanol;methanol;cng;cng;electric;electric;6.9482252;6.9482252;7.444527;7.444527;7.9408288;7.9408288;200;200;75;75;300;300;2.5;2.5;4;4;6;6;85;85;140;140;85;85;0;0;0.4;0.4;0.75;0.75;1;1;2;2;0;0;0.7;0.7;1;1;1;1;8;8;6;6;8;8;0;0;0.1;0.1;0.3;0.3
253;choice5;1;0;1;regcar;truck;regcar;van;regcar;stwagon;methanol;methanol;cng;cng;electric;electric;8.8291915;8.8291915;9.6569282;9.6569282;6.8978058;6.8978058;75;75;250;250;400;400;4;4;6;6;2.5;2.5;65;65;110;110;140;140;0;0;0.25;0.25;0.6;0.6;2;2;3;3;3;3;0.7;0.7;0.7;0.7;1;1;1;1;4;4;6;6;0;0;0.1;0.1;0.3;0.3
254;choice3;0;1;0;regcar;truck;regcar;van;regcar;stwagon;cng;cng;electric;electric;gasoline;gasoline;2.5562222;2.5562222;1.5337333;1.5337333;1.7893555;1.7893555;300;300;250;250;300;300;6;6;2.5;2.5;4;4;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;2;2;3;3;3;3;1;1;1;1;1;1;6;6;8;8;2;2;0.1;0.1;0.3;0.3;1;1
255;choice4;1;0;0;van;truck;van;regcar;van;stwagon;methanol;methanol;electric;electric;gasoline;gasoline;2.7591223;2.7591223;1.6554734;1.6554734;1.9313856;1.9313856;125;125;250;250;300;300;2.5;2.5;4;4;6;6;100;100;95;95;110;110;0;0;0.4;0.4;0.75;0.75;2;2;3;3;3;3;0.7;0.7;1;1;1;1;2;2;4;4;6;6;0;0;0.3;0.3;1;1
256;choice2;0;1;1;regcar;van;regcar;stwagon;regcar;truck;methanol;methanol;cng;cng;gasoline;gasoline;5.4600663;5.4600663;6.102427;6.102427;7.3871485;7.3871485;200;200;75;75;350;350;6;6;2.5;2.5;4;4;55;55;95;95;140;140;0;0;0.6;0.6;0.5;0.5;3;3;2;2;3;3;0.7;0.7;0.7;0.7;1;1;1;1;8;8;4;4;0;0;0.7;0.7;1;1
257;choice1;1;0;0;sportuv;regcar;sportuv;truck;sportuv;sportcar;cng;cng;electric;electric;gasoline;gasoline;3.8017382;3.8017382;4.2490015;4.2490015;4.6962648;4.6962648;300;300;250;250;300;300;2.5;2.5;4;4;6;6;140;140;85;85;95;95;0.1;0.1;0.4;0.4;0.75;0.75;1;1;2;2;3;3;0.7;0.7;1;1;1;1;4;4;6;6;8;8;0.7;0.7;0.1;0.1;1;1
258;choice1;1;0;0;sportuv;regcar;sportuv;truck;sportuv;sportcar;cng;cng;electric;electric;gasoline;gasoline;5.2423324;5.2423324;5.7941569;5.7941569;6.3459814;6.3459814;300;300;250;250;300;300;4;4;6;6;2.5;2.5;85;85;95;95;110;110;0.6;0.6;0.25;0.25;0.5;0.5;3;3;1;1;2;2;1;1;1;1;1;1;8;8;2;2;4;4;0.3;0.3;0.7;0.7;1;1
259;choice5;0;1;0;van;stwagon;van;truck;van;regcar;methanol;methanol;cng;cng;gasoline;gasoline;1.7893555;1.7893555;1.7893555;1.7893555;2.5562222;2.5562222;75;75;250;250;250;250;6;6;2.5;2.5;4;4;100;100;85;85;110;110;0;0;0.1;0.1;0.75;0.75;3;3;2;2;3;3;1;1;1;1;1;1;8;8;8;8;4;4;0;0;0.1;0.1;1;1
